_id,_uuid,timestamp,just_booted,reset_reason,uptime,fw_version,modem_fw_version,rsrp,_timestamp,rpc,_ack_timestamp,_ack_status,response_time_seconds
199038,359746167128144,2025-08-13 03:33:27.036387,t,16.0,208656458.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
199033,359746167128144,2025-08-13 03:22:29.640263,t,16.0,207999096.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
199031,359746167128144,2025-08-13 03:12:14.078218,t,16.0,207383486.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
199030,359746167128144,2025-08-13 03:09:36.620109,t,16.0,207226081.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84,,,,,
199026,359746167128144,2025-08-13 02:59:37.255406,t,16.0,206626693.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
199017,359746167128144,2025-08-13 02:30:16.284450,t,16.0,204865694.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
199012,359746167128144,2025-08-13 02:16:02.626097,t,16.0,204011956.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
199010,359746167128144,2025-08-13 02:09:08.568434,t,16.0,203597868.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
199009,359746167128144,2025-08-13 02:03:49.820680,t,16.0,203279118.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198992,359746167128144,2025-08-13 01:17:24.443099,t,16.0,200493723.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198990,359746167128144,2025-08-13 01:15:09.505830,t,16.0,200358715.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198986,359746167128144,2025-08-13 01:10:31.744813,t,16.0,200080949.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198975,359746167128144,2025-08-13 00:43:51.084766,t,16.0,198480322.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198971,359746167128144,2025-08-13 00:40:16.548105,t,16.0,198265695.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198967,359746167128144,2025-08-13 00:26:39.639165,t,16.0,197448834.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198965,359746167128144,2025-08-13 00:23:01.730314,t,16.0,197230920.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198964,359746167128144,2025-08-13 00:18:25.882998,t,16.0,196955068.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198963,359746167128144,2025-08-13 00:15:09.887104,t,16.0,196759076.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198962,359746167128144,2025-08-13 00:05:32.606340,t,16.0,196181781.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198949,359746167128144,2025-08-12 23:12:44.390772,t,16.0,193013397.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198947,359746167128144,2025-08-12 23:10:07.811064,t,16.0,192856877.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198946,359746167128144,2025-08-12 23:08:51.475351,t,16.0,192780545.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198941,359746167128144,2025-08-12 22:55:11.580004,t,16.0,191960563.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198939,359746167128144,2025-08-12 22:42:11.964065,t,16.0,191180986.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198936,359746167128144,2025-08-12 22:38:35.487181,t,16.0,190964502.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198935,359746167128144,2025-08-12 22:36:19.250942,t,16.0,190828257.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198933,359746167128144,2025-08-12 22:34:03.641784,t,16.0,190692651.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198925,359746167128144,2025-08-12 22:19:44.952259,t,16.0,189833869.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198924,359746167128144,2025-08-12 22:16:47.406782,t,16.0,189656400.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198919,359746167128144,2025-08-12 22:07:11.965516,t,16.0,189080943.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198902,359746167128144,2025-08-12 21:31:49.082018,t,16.0,186957996.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198899,359746167128144,2025-08-12 21:24:33.987219,t,16.0,186522814.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198897,359746167128144,2025-08-12 21:20:58.673690,t,16.0,186307566.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198892,359746167128144,2025-08-12 21:14:43.420308,t,16.0,185932237.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198888,359746167128144,2025-08-12 21:09:06.526524,t,16.0,185595392.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198870,359746167128144,2025-08-12 20:33:21.495784,t,16.0,183450236.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198864,359746167128144,2025-08-12 20:24:43.962227,t,16.0,182932776.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198861,359746167128144,2025-08-12 20:18:29.250251,t,16.0,182558044.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198855,359746167128144,2025-08-12 20:04:09.188956,t,16.0,181697891.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198851,359746167128144,2025-08-12 19:58:10.684383,t,16.0,181339440.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198848,359746167128144,2025-08-12 19:52:13.653551,t,16.0,180982329.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198839,359746167128144,2025-08-12 19:34:31.163586,t,16.0,179919876.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198838,359746167128144,2025-08-12 19:32:56.764110,t,16.0,179825469.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198827,359746167128144,2025-08-12 19:18:27.755111,t,16.0,178956387.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198822,359746167128144,2025-08-12 18:59:07.754083,t,16.0,177796383.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198813,359746167128144,2025-08-12 18:38:27.969274,t,16.0,176556607.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198812,359746167128144,2025-08-12 18:32:11.274444,t,16.0,176179842.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198811,359746167128144,2025-08-12 18:30:37.830870,t,16.0,176086384.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198809,359746167128144,2025-08-12 18:25:21.509518,t,16.0,175770064.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198803,359746167128144,2025-08-12 18:18:41.832666,t,16.0,175370362.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198790,359746167128144,2025-08-12 18:01:02.530864,t,16.0,174311096.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198789,359746167128144,2025-08-12 17:59:08.688490,t,16.0,174197198.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198787,359746167128144,2025-08-12 17:57:33.352876,t,16.0,174101855.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
198778,359746167128144,2025-08-12 17:37:58.203901,t,16.0,172926747.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198770,359746167128144,2025-08-12 17:26:21.660973,t,16.0,172230182.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82,,,,,
198765,359746167128144,2025-08-12 17:18:45.669887,t,16.0,171774126.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198758,359746167128144,2025-08-12 17:08:49.027829,t,16.0,171177466.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198751,359746167128144,2025-08-12 16:55:49.081835,t,16.0,170397575.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198739,359746167128144,2025-08-12 16:33:52.711168,t,16.0,169081106.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198737,359746167128144,2025-08-12 16:30:34.150282,t,16.0,168882536.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198735,359746167128144,2025-08-12 16:29:18.843646,t,16.0,168807289.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198724,359746167128144,2025-08-12 15:58:33.750650,t,16.0,166962072.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84,,,,,
198718,359746167128144,2025-08-12 15:37:12.712031,t,16.0,165681020.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198717,359746167128144,2025-08-12 15:33:17.565797,t,16.0,165445928.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198701,359746167128144,2025-08-12 14:57:55.006102,t,16.0,163323316.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198698,359746167128144,2025-08-12 14:52:41.111469,t,16.0,163009337.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198695,359746167128144,2025-08-12 14:43:41.247648,t,16.0,162469529.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198692,359746167128144,2025-08-12 14:39:24.382809,t,16.0,162212632.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81,,,,,
198686,359746167128144,2025-08-12 14:32:25.194972,t,16.0,161793401.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198682,359746167128144,2025-08-12 14:27:08.495114,t,16.0,161476674.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198677,359746167128144,2025-08-12 14:16:09.842543,t,16.0,160818030.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198675,359746167128144,2025-08-12 14:13:33.205436,t,16.0,160661358.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198672,359746167128144,2025-08-12 14:08:38.641281,t,16.0,160366813.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
198665,359746167128144,2025-08-12 13:46:19.202258,t,16.0,159027336.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
198664,359746167128144,2025-08-12 13:43:03.073481,t,16.0,158831240.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
198661,359746167128144,2025-08-12 13:38:26.621663,t,16.0,158554790.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84,,,,,
198652,359746167128144,2025-08-12 13:22:45.832224,t,16.0,157613931.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84,,,,,
198641,359746167128144,2025-08-12 13:00:04.405413,t,16.0,156252452.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81,,,,,
198640,359746167128144,2025-08-12 12:56:10.124468,t,16.0,156018189.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84,,,,,
198634,359746167128144,2025-08-12 12:32:50.389838,t,16.0,154618410.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82,,,,,
198622,359746167128144,2025-08-12 12:14:50.687989,t,16.0,153538709.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84,,,,,
198615,359746167128144,2025-08-12 12:02:51.482118,t,16.0,152819476.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
198604,359746167128144,2025-08-12 11:40:51.835592,t,16.0,151499784.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198600,359746167128144,2025-08-12 11:34:39.750017,t,16.0,151127701.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198594,359746167128144,2025-08-12 11:27:02.044645,t,16.0,150669999.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82,,,,,
198592,359746167128144,2025-08-12 11:12:23.350131,t,16.0,149791262.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198567,359746167128144,2025-08-12 10:29:15.753037,t,16.0,147203635.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198565,359746167128144,2025-08-12 10:27:40.113690,t,16.0,147107953.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198549,359746167128144,2025-08-12 10:07:41.995948,t,16.0,145909833.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198532,359746167128144,2025-08-12 09:45:20.387776,t,16.0,144568189.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198530,359746167128144,2025-08-12 09:41:41.802565,t,16.0,144349663.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198527,359746167128144,2025-08-12 09:39:04.219011,t,16.0,144192008.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198508,359746167128144,2025-08-12 08:43:15.651061,t,16.0,140843412.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198505,359746167128144,2025-08-12 08:40:56.931547,t,16.0,140704679.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81,,,,,
198491,359746167128144,2025-08-12 08:11:33.741227,t,16.0,138941444.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198489,359746167128144,2025-08-12 08:07:18.530809,t,16.0,138686230.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82,,,,,
198482,359746167128144,2025-08-12 07:58:41.730117,t,16.0,138169313.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198479,359746167128144,2025-08-12 07:51:43.432296,t,16.0,137751030.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81,,,,,
198473,359746167128144,2025-08-12 07:44:27.498332,t,16.0,137315164.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198472,359746167128144,2025-08-12 07:38:31.251078,t,16.0,136958864.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81,,,,,
198469,359746167128144,2025-08-12 07:35:33.571683,t,16.0,136781227.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198466,359746167128144,2025-08-12 07:26:18.001661,t,16.0,136225566.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198464,359746167128144,2025-08-12 07:23:42.468699,t,16.0,136070032.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198458,359746167128144,2025-08-12 07:17:46.298121,t,16.0,135713923.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198457,359746167128144,2025-08-12 07:16:30.451233,t,16.0,135638091.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198444,359746167128144,2025-08-12 07:01:30.139337,t,16.0,134737656.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198433,359746167128144,2025-08-12 06:36:47.727189,t,16.0,133255285.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198431,359746167128144,2025-08-12 06:27:28.764123,t,16.0,132696308.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198420,359746167128144,2025-08-12 06:00:06.201388,t,16.0,131053711.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198412,359746167128144,2025-08-12 05:50:08.292224,t,16.0,130455714.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198399,359746167128144,2025-08-12 05:22:05.833397,t,16.0,128773199.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198388,359746167128144,2025-08-12 04:47:22.950042,t,16.0,126690264.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198378,359746167128144,2025-08-12 04:28:01.559942,t,16.0,125528911.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198376,359746167128144,2025-08-12 04:22:44.301458,t,16.0,125211575.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198368,359746167128144,2025-08-12 04:04:26.058891,t,16.0,124113351.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81,,,,,
198367,359746167128144,2025-08-12 04:01:49.892717,t,16.0,123957200.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80,,,,,
198355,359746167128144,2025-08-12 03:31:27.724111,t,16.0,122134969.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79,,,,,
198342,359746167128144,2025-08-12 02:58:05.185104,t,16.0,120132323.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198337,359746167128144,2025-08-12 02:48:53.248745,t,16.0,119580423.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198329,359746167128144,2025-08-12 02:28:49.677768,t,16.0,118376759.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83,,,,,
198328,359746167128144,2025-08-12 02:27:56.067685,t,16.0,118323158.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198324,359746167128144,2025-08-12 02:20:23.646740,t,16.0,117870783.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198316,359746167128144,2025-08-12 01:55:22.852401,t,16.0,116369953.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84,,,,,
198303,359746167128144,2025-08-12 01:18:59.107452,t,16.0,114186073.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198301,359746167128144,2025-08-12 01:15:24.543427,t,16.0,113971514.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198290,359746167128144,2025-08-12 00:53:42.845942,t,16.0,112669849.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198286,359746167128144,2025-08-12 00:38:05.750606,t,16.0,111732647.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198278,359746167128144,2025-08-12 00:22:28.544578,t,16.0,110795434.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198275,359746167128144,2025-08-12 00:18:11.640280,t,16.0,110538575.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198274,359746167128144,2025-08-12 00:16:35.664809,t,16.0,110442536.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198272,359746167128144,2025-08-12 00:12:40.048814,t,16.0,110206967.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198266,359746167128144,2025-08-11 23:52:37.966464,t,16.0,109004853.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198245,359746167128144,2025-08-11 22:35:44.115962,t,16.0,104390833.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198241,359746167128144,2025-08-11 22:27:27.582696,t,16.0,103894283.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198238,359746167128144,2025-08-11 22:23:52.129784,t,16.0,103678876.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198232,359746167128144,2025-08-11 22:10:32.290272,t,16.0,102879029.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198216,359746167128144,2025-08-11 21:25:48.932200,t,16.0,100195587.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198214,359746167128144,2025-08-11 21:14:11.004013,t,16.0,99497645.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198200,359746167128144,2025-08-11 20:35:39.590759,t,16.0,97186106.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198199,359746167128144,2025-08-11 20:31:03.815015,t,16.0,96910380.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198192,359746167128144,2025-08-11 20:18:46.448353,t,16.0,96172997.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198180,359746167128144,2025-08-11 19:50:25.002974,t,16.0,94471502.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198175,359746167128144,2025-08-11 19:41:44.628595,t,16.0,93951028.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198168,359746167128144,2025-08-11 19:27:02.925216,t,16.0,93069383.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198162,359746167128144,2025-08-11 19:10:02.143003,t,16.0,92048526.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198159,359746167128144,2025-08-11 19:04:26.536629,t,16.0,91712957.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198137,359746167128144,2025-08-11 18:12:39.810779,t,16.0,88606144.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198124,359746167128144,2025-08-11 17:49:19.911363,t,16.0,87206160.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198121,359746167128144,2025-08-11 17:42:43.276512,t,16.0,86809529.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82,,,,,
198119,359746167128144,2025-08-11 17:39:05.406173,t,16.0,86591694.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198116,359746167128144,2025-08-11 17:35:28.770743,t,16.0,86375059.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198109,359746167128144,2025-08-11 17:21:11.587541,t,16.0,85517775.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198103,359746167128144,2025-08-11 17:11:13.722797,t,16.0,84919965.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
198101,359746167128144,2025-08-11 17:07:56.476235,t,16.0,84722644.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78,,,,,
198100,359746167128144,2025-08-11 17:05:00.279610,t,16.0,84546509.0,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77,,,,,
