  _id , _uuid ,date,time,just_booted, reset_reason,uptime,fw_version,modem_fw_version,rsrp
223704,351901930025949,2025-09-23,16:04:56.972138,t,16,99885407,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
223527,351901930025949,2025-09-23,13:53:49.93363,t,16,92018116,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
223521,351901930025949,2025-09-23,13:50:32.814808,t,16,91820980,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
223470,351901930025949,2025-09-23,13:11:07.536626,t,16,89455623,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
223376,351901930025949,2025-09-23,12:01:55.462618,t,16,85303431,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
223375,351901930025949,2025-09-23,12:01:01.373724,t,16,85249341,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
223175,351901930025949,2025-09-23,09:08:05.691346,t,16,74873339,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
223170,351901930025949,2025-09-23,09:00:06.890284,t,16,74394502,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
223164,351901930025949,2025-09-23,08:56:29.287593,t,16,74176888,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
223027,351901930025949,2025-09-23,07:01:25.135195,t,16,67272516,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−76
222971,351901930025949,2025-09-23,06:10:15.698633,t,16,64202987,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
222891,351901930025949,2025-09-23,05:03:03.530706,t,16,60170698,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
222882,351901930025949,2025-09-23,04:52:26.655431,t,16,59533811,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
222693,351901930025949,2025-09-23,01:34:23.52831,t,16,47650289,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
222581,351901930025949,2025-09-22,23:34:19.530423,t,16,40446069,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
222535,351901930025949,2025-09-22,22:39:50.885603,t,16,37177328,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
222496,351901930025949,2025-09-22,22:07:47.211377,t,16,35253581,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
222476,351901930025949,2025-09-22,21:50:27.689253,t,16,34214034,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
222256,351901930025949,2025-09-22,19:02:52.964989,t,16,24158975,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
222219,351901930025949,2025-09-22,18:34:09.13408,t,16,22435097,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
222025,351901930025949,2025-09-22,15:56:37.771532,t,16,12983429,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
222003,351901930025949,2025-09-22,15:41:18.568046,t,16,12064195,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
221973,351901930025949,2025-09-22,15:10:35.537698,t,16,10221097,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
221752,351901930025949,2025-09-22,12:21:28.627288,t,16,73922,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
221014,351901930025949,2025-09-21,15:05:25.478545,t,16,895660931,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−105
219157,351901930025949,2025-09-19,08:27:23.369231,t,16,698972600,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−100
218424,351901930025949,2025-09-18,11:21:07.920034,t,16,622994753,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−108
216430,351901930025949,2025-09-15,16:29:19.818721,t,16,382278936,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−99
216279,351901930025949,2025-09-15,11:35:06.963647,t,16,364625517,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−75
213728,351901930025949,2025-09-11,06:43:45.852775,t,16,1532836,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−97
212720,351901930025949,2025-09-09,02:28:39.185926,t,16,46409,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
212519,351901930025949,2025-09-08,15:17:33.040094,t,16,32744377,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−100
212358,351901930025949,2025-09-08,06:41:37.893991,t,16,1788317,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−104
211190,351901930025949,2025-09-04,18:25:11.366681,t,16,33129,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−103
209753,351901930025949,2025-09-01,18:22:14.94155,t,16,24950,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−104
209730,351901930025949,2025-09-01,17:21:21.361059,t,16,3196093452,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−109
207933,351901930025949,2025-08-28,09:13:47.286917,t,16,2821227520,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−105
207179,351901930025949,2025-08-26,17:08:57.577476,t,16,2676933222,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−73
207178,351901930025949,2025-08-26,17:08:18.83148,t,16,2676893319,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−116
197457,351901930025949,2025-08-10,19:08:34.558086,t,16,1301661797,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−106
196380,351901930025949,2025-08-09,07:39:04.477807,t,16,1173892817,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−101
189936,351901930025949,2025-08-01,06:24:18.621615,t,16,478185073,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−99
186837,351901930025949,2025-07-28,18:34:37.127769,t,16,176394107,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−100
186442,351901930025949,2025-07-28,09:24:07.997067,t,16,143363972,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
185750,351901930025949,2025-07-27,15:05:34.143316,t,16,77448057,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−100
184981,351901930025949,2025-07-26,17:35:18.300807,t,16,29820,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−72
184942,351901930025949,2025-07-26,16:32:00.153704,t,16,76064695,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−75
184941,351901930025949,2025-07-26,16:29:51.44312,t,16,75935991,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−104
184591,351901930025949,2025-07-26,09:35:14.723401,t,16,51058493,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−97
184509,351901930025949,2025-07-25,19:40:33.21144,t,16,975415,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−102
184402,351901930025949,2025-07-24,19:47:08.728868,t,16,356700871,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−104
183189,351901930025949,2025-07-23,11:09:37.260881,t,16,239245823,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−104
183119,351901930025949,2025-07-23,09:32:01.763345,t,16,233390147,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−76
181647,351901930025949,2025-07-21,13:29:11.524615,t,16,74815092,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−109
180914,351901930025949,2025-07-20,16:42:46.477135,t,16,27795,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−107
180696,351901930025949,2025-07-20,11:40:43.324338,t,16,2959147266,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−120
178617,351901930025949,2025-07-17,23:59:27.037442,t,16,2744264655,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−97
177208,351901930025949,2025-07-16,11:13:05.905667,t,16,2611879479,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−97
177133,351901930025949,2025-07-16,08:55:28.626776,t,16,2603621956,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−76
177128,351901930025949,2025-07-16,08:50:11.453608,t,16,2603304765,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−75
177124,351901930025949,2025-07-16,08:47:43.021539,t,16,2603156336,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−70
175932,351901930025949,2025-07-14,17:13:17.296763,t,16,2460686220,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−113
174853,351901930025949,2025-07-12,22:38:09.264025,t,16,2307373488,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−103
173229,351901930025949,2025-07-10,19:25:35.18462,t,16,2123013684,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−99
162948,351901930025949,2025-06-17,10:09:58.479427,t,16,102413373,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−102
162431,351901930025949,2025-06-16,06:48:06.057092,t,16,3897822,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−99
159350,351901930025949,2025-06-10,18:45:32.924477,t,16,1240683492,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−112
159337,351901930025949,2025-06-10,18:28:42.77807,t,16,1239673782,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−75
159333,351901930025949,2025-06-10,18:22:13.142711,t,16,1239284056,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−108
158183,351901930025949,2025-06-08,18:04:24.239552,t,16,1065409725,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−101
153171,351901930025949,2025-05-30,19:24:50.957145,t,16,292612009,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−110
151856,351901930025949,2025-05-27,10:08:39.898317,t,16,31688,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−99
151168,351901930025949,2025-05-25,14:35:27.801296,t,16,1065956307,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−105
151165,351901930025949,2025-05-25,14:24:58.060855,t,16,1065326560,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−96
150142,351901930025949,2025-05-23,07:29:12.420786,t,16,867574606,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−108
150040,351901930025949,2025-05-23,02:04:32.40841,t,16,848094071,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−118
148448,351901930025949,2025-05-20,05:48:03.607049,t,16,602297556,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−100
148437,351901930025949,2025-05-20,05:32:51.913327,t,16,601385833,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148432,351901930025949,2025-05-20,05:23:54.283082,t,16,600848250,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148430,351901930025949,2025-05-20,05:19:59.583086,t,16,600613467,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148427,351901930025949,2025-05-20,05:11:21.990894,t,16,600095865,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148408,351901930025949,2025-05-20,04:47:25.322685,t,16,598659147,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148400,351901930025949,2025-05-20,04:28:25.674415,t,16,597519483,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148394,351901930025949,2025-05-20,04:20:49.030944,t,16,597062810,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148384,351901930025949,2025-05-20,04:01:31.312126,t,16,595905118,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
148382,351901930025949,2025-05-20,04:00:15.160818,t,16,595828955,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148380,351901930025949,2025-05-20,03:58:39.962088,t,16,595733766,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148377,351901930025949,2025-05-20,03:56:03.154957,t,16,595576954,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
148361,351901930025949,2025-05-20,03:33:46.686959,t,16,594240439,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148357,351901930025949,2025-05-20,03:27:51.725619,t,16,593885454,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
148346,351901930025949,2025-05-20,03:05:32.759662,t,16,592546455,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148335,351901930025949,2025-05-20,02:49:36.441974,t,16,591590114,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
148329,351901930025949,2025-05-20,02:43:43.157497,t,16,591236810,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148325,351901930025949,2025-05-20,02:38:09.476672,t,16,590903122,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148318,351901930025949,2025-05-20,02:29:13.825289,t,16,590367402,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
148307,351901930025949,2025-05-20,02:00:15.317729,t,16,588628887,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148277,351901930025949,2025-05-20,00:53:31.398003,t,16,584624851,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
148260,351901930025949,2025-05-20,00:24:32.700474,t,16,582886036,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148243,351901930025949,2025-05-19,23:50:12.564814,t,16,580825803,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
148235,351901930025949,2025-05-19,23:21:50.310421,t,16,579123509,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148226,351901930025949,2025-05-19,23:08:53.831881,t,16,578347007,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148193,351901930025949,2025-05-19,22:25:12.472578,t,16,575725553,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
148190,351901930025949,2025-05-19,22:19:19.347466,t,16,575372435,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148163,351901930025949,2025-05-19,21:40:17.506576,t,16,573030521,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148160,351901930025949,2025-05-19,21:35:42.304135,t,16,572755316,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
148155,351901930025949,2025-05-19,21:31:45.518443,t,16,572518511,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148116,351901930025949,2025-05-19,20:24:21.503634,t,16,568474374,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148115,351901930025949,2025-05-19,20:23:04.555355,t,16,568397423,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
148105,351901930025949,2025-05-19,20:09:28.387944,t,16,567581229,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
148099,351901930025949,2025-05-19,20:00:51.721592,t,16,567064570,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148090,351901930025949,2025-05-19,19:43:32.702618,t,16,566025507,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148085,351901930025949,2025-05-19,19:39:37.82288,t,16,565790612,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
148080,351901930025949,2025-05-19,19:35:21.584011,t,16,565534364,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
148075,351901930025949,2025-05-19,19:28:04.228148,t,16,565097008,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
148066,351901930025949,2025-05-19,19:13:05.182502,t,16,564197918,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148060,351901930025949,2025-05-19,19:05:30.949825,t,16,563743701,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
148055,351901930025949,2025-05-19,18:58:34.154456,t,16,563326889,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
148050,351901930025949,2025-05-19,18:54:36.921699,t,16,563089691,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
148038,351901930025949,2025-05-19,18:26:17.031949,t,16,561389698,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148029,351901930025949,2025-05-19,18:10:17.987101,t,16,560430617,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
148025,351901930025949,2025-05-19,18:03:20.243474,t,16,560012827,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
148014,351901930025949,2025-05-19,17:52:22.632888,t,16,559355207,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
148012,351901930025949,2025-05-19,17:49:05.250136,t,16,559157880,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
148010,351901930025949,2025-05-19,17:43:49.804675,t,16,558842432,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
148008,351901930025949,2025-05-19,17:42:31.746896,t,16,558764312,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
147995,351901930025949,2025-05-19,17:25:54.119759,t,16,557766720,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147990,351901930025949,2025-05-19,17:17:17.420513,t,16,557249993,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147989,351901930025949,2025-05-19,17:16:02.042951,t,16,557174616,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147986,351901930025949,2025-05-19,17:11:25.025707,t,16,556897550,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147983,351901930025949,2025-05-19,17:07:08.601171,t,16,556641160,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147980,351901930025949,2025-05-19,17:05:13.002112,t,16,556525558,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
147977,351901930025949,2025-05-19,17:03:54.310772,t,16,556446797,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147964,351901930025949,2025-05-19,16:39:56.229497,t,16,555008683,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
147958,351901930025949,2025-05-19,16:35:19.800303,t,16,554732305,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
147947,351901930025949,2025-05-19,16:13:19.907553,t,16,553412312,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147944,351901930025949,2025-05-19,16:10:05.718012,t,16,553218187,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147935,351901930025949,2025-05-19,16:00:06.23024,t,16,552618598,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147930,351901930025949,2025-05-19,15:54:30.629755,t,16,552282997,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−75
147929,351901930025949,2025-05-19,15:51:35.963277,t,16,552108382,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
147927,351901930025949,2025-05-19,15:45:58.528329,t,16,551770930,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147914,351901930025949,2025-05-19,15:21:01.187954,t,16,550273482,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147906,351901930025949,2025-05-19,15:08:01.473956,t,16,549493828,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147905,351901930025949,2025-05-19,14:59:26.203042,t,16,548978541,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
147904,351901930025949,2025-05-19,14:57:31.963155,t,16,548864288,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
147898,351901930025949,2025-05-19,14:43:53.763229,t,16,548045998,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
147894,351901930025949,2025-05-19,14:35:58.841604,t,16,547571139,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
147892,351901930025949,2025-05-19,14:34:02.947867,t,16,547455164,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
147866,351901930025949,2025-05-19,14:06:33.039854,t,16,545805196,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147858,351901930025949,2025-05-19,13:57:34.317066,t,16,545266461,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147850,351901930025949,2025-05-19,13:47:34.203345,t,16,544666396,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147845,351901930025949,2025-05-19,13:39:56.762302,t,16,544208943,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147844,351901930025949,2025-05-19,13:38:01.403342,t,16,544093571,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147842,351901930025949,2025-05-19,13:36:46.523664,t,16,544018696,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147834,351901930025949,2025-05-19,13:24:11.104084,t,16,543263183,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147827,351901930025949,2025-05-19,13:16:54.60401,t,16,542826703,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147824,351901930025949,2025-05-19,13:12:56.612852,t,16,542588732,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−76
147820,351901930025949,2025-05-19,13:07:42.336127,t,16,542274356,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−76
147814,351901930025949,2025-05-19,12:59:04.070007,t,16,541756116,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147803,351901930025949,2025-05-19,12:46:27.436323,t,16,540999435,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147792,351901930025949,2025-05-19,12:24:30.204337,t,16,539682241,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
147785,351901930025949,2025-05-19,12:15:36.078348,t,16,539148019,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−76
147768,351901930025949,2025-05-19,11:52:18.212042,t,16,537750181,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147763,351901930025949,2025-05-19,11:46:02.201825,t,16,537374171,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−77
147759,351901930025949,2025-05-19,11:39:25.106597,t,16,536976998,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−78
