  _id , _uuid ,timestamp,just_booted, reset_reason,uptime,fw_version,modem_fw_version,rsrp,_timestamp,rpc   ,_ack_timestamp,_ack_status
212739,359404230082423,2025-09-09 04:01:05.440588,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−97,,,,
212734,359404230082423,2025-09-09 03:49:43.836592,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
212511,359404230082423,2025-09-08 15:17:24.784362,t,2.0,33585.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−112,,,,
212383,359404230082423,2025-09-08 06:42:05.761387,t,2.0,2665.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−111,,,,
212338,359404230082423,2025-09-07 10:13:22.242378,t,2.0,1997.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−106,,,,
212009,359404230082423,2025-09-06 09:40:43.836006,t,2.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
211894,359404230082423,2025-09-06 04:00:52.563809,t,0.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
211369,359404230082423,2025-09-05 04:00:43.848859,t,0.0,9.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−100,,,,
210842,359404230082423,2025-09-04 04:00:48.455061,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−100,,,,
210352,359404230082423,2025-09-03 04:01:01.923551,t,0.0,27.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
209926,359404230082423,2025-09-02 04:00:47.817672,t,0.0,13.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
209919,359404230082423,2025-09-02 03:38:55.449530,t,0.0,40.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
209670,359404230082423,2025-09-01 14:14:00.640714,t,2.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
209440,359404230082423,2025-09-01 04:01:05.824999,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
209058,359404230082423,2025-08-31 04:00:44.246801,t,0.0,9.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−97,,,,
208657,359404230082423,2025-08-30 04:00:49.656451,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
208439,359404230082423,2025-08-29 14:11:14.218980,t,2.0,23.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
208225,359404230082423,2025-08-29 04:01:06.162605,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−97,,,,
207834,359404230082423,2025-08-28 04:00:41.687602,t,0.0,6.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
207639,359404230082423,2025-08-27 17:17:29.844056,t,16.0,95.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−110,,,,
207473,359404230082423,2025-08-27 09:55:12.454969,t,2.0,27.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
207365,359404230082423,2025-08-27 04:00:52.533284,t,0.0,17.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
207164,359404230082423,2025-08-26 16:35:14.409041,t,2.0,10.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
206922,359404230082423,2025-08-26 06:23:46.643346,t,2.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
206883,359404230082423,2025-08-26 04:00:50.078190,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
206319,359404230082423,2025-08-25 04:01:00.402544,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
206033,359404230082423,2025-08-24 15:07:21.847165,t,2.0,32.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
205776,359404230082423,2025-08-24 04:00:51.216600,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
205333,359404230082423,2025-08-23 04:00:55.821435,t,0.0,20.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
204871,359404230082423,2025-08-22 04:01:04.936773,t,0.0,29.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
204697,359404230082423,2025-08-21 16:53:36.002936,t,2.0,24.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
204561,359404230082423,2025-08-21 11:03:55.739282,t,2.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
204399,359404230082423,2025-08-21 04:00:50.459508,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
203968,359404230082423,2025-08-20 04:00:58.773227,t,0.0,22.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
203518,359404230082423,2025-08-19 10:49:05.739103,t,2.0,10.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
203328,359404230082423,2025-08-19 04:00:50.728045,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
202606,359404230082423,2025-08-18 04:00:54.563185,t,0.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
201933,359404230082423,2025-08-17 04:00:57.015071,t,0.0,20.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
201207,359404230082423,2025-08-16 04:00:50.560547,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
200521,359404230082423,2025-08-15 04:00:50.857135,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
199816,359404230082423,2025-08-14 04:01:11.046839,t,0.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
199049,359404230082423,2025-08-13 04:01:03.983956,t,0.0,27.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
198366,359404230082423,2025-08-12 04:01:06.537723,t,0.0,29.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
197739,359404230082423,2025-08-11 06:09:03.287827,t,2.0,26.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
197683,359404230082423,2025-08-11 04:01:12.139981,t,0.0,35.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
197016,359404230082423,2025-08-10 04:00:50.241718,t,0.0,13.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
196283,359404230082423,2025-08-09 04:01:12.408599,t,0.0,35.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
195491,359404230082423,2025-08-08 04:01:05.444727,t,0.0,28.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
194657,359404230082423,2025-08-07 04:01:11.982977,t,0.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
193896,359404230082423,2025-08-06 04:01:12.244580,t,0.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
193885,359404230082423,2025-08-06 03:41:52.700096,t,0.0,9.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
193050,359404230082423,2025-08-05 04:01:07.685007,t,0.0,30.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
193041,359404230082423,2025-08-05 03:31:13.982188,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
192228,359404230082423,2025-08-04 04:01:00.800515,t,0.0,23.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
191422,359404230082423,2025-08-03 04:00:51.762789,t,0.0,13.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
190663,359404230082423,2025-08-02 04:00:56.222804,t,0.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
189879,359404230082423,2025-08-01 04:00:56.886880,t,0.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
189072,359404230082423,2025-07-31 04:00:55.764864,t,0.0,17.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
188116,359404230082423,2025-07-30 04:01:04.238620,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
187662,359404230082423,2025-07-29 16:02:28.295195,t,2.0,12.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
187156,359404230082423,2025-07-29 04:01:09.607406,t,0.0,30.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−110,,,,
186882,359404230082423,2025-07-28 19:31:41.285434,t,0.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
186237,359404230082423,2025-07-28 04:01:14.378112,t,0.0,35.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
185341,359404230082423,2025-07-27 04:01:04.809904,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
184578,359404230082423,2025-07-26 09:35:06.058528,t,2.0,2088.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
183788,359404230082423,2025-07-24 04:00:50.304968,t,0.0,10.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
183249,359404230082423,2025-07-23 12:39:56.699666,t,2.0,10.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
182940,359404230082423,2025-07-23 04:01:12.298880,t,0.0,32.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
182932,359404230082423,2025-07-23 03:49:14.803472,t,0.0,16.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
182134,359404230082423,2025-07-22 04:00:50.081587,t,0.0,10.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
181298,359404230082423,2025-07-21 04:00:50.085333,t,0.0,9.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
180451,359404230082423,2025-07-20 05:09:44.778046,t,2.0,22.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
180413,359404230082423,2025-07-20 04:01:00.082674,t,0.0,19.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
179548,359404230082423,2025-07-19 04:01:08.962987,t,0.0,28.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
178720,359404230082423,2025-07-18 04:00:56.880604,t,0.0,16.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
178093,359404230082423,2025-07-17 10:45:55.335956,t,2.0,32.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
177964,359404230082423,2025-07-17 07:29:53.176382,t,2.0,33.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
177858,359404230082423,2025-07-17 04:00:49.601899,t,0.0,8.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
176974,359404230082423,2025-07-16 04:01:06.317126,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
176967,359404230082423,2025-07-16 03:44:36.962624,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
176953,359404230082423,2025-07-16 03:14:34.166076,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
176180,359404230082423,2025-07-15 04:01:13.287394,t,0.0,32.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
175567,359404230082423,2025-07-14 04:01:15.502299,t,0.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
174953,359404230082423,2025-07-13 04:00:55.680890,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−97,,,,
174222,359404230082423,2025-07-12 04:00:56.061694,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
173470,359404230082423,2025-07-11 04:01:10.625492,t,0.0,29.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−97,,,,
172924,359404230082423,2025-07-07 04:00:53.340049,t,0.0,11.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
172921,359404230082423,2025-07-07 03:49:41.205834,t,0.0,8.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
172903,359404230082423,2025-07-07 03:11:08.088954,t,0.0,29.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
172286,359404230082423,2025-07-06 04:01:11.744498,t,0.0,29.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
171672,359404230082423,2025-07-05 04:01:07.743714,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
171075,359404230082423,2025-07-04 04:01:07.437732,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
170534,359404230082423,2025-07-03 04:01:06.855881,t,0.0,24.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
169954,359404230082423,2025-07-02 04:00:51.041803,t,0.0,8.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
169394,359404230082423,2025-07-01 04:01:02.857939,t,0.0,20.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
168814,359404230082423,2025-06-30 04:00:59.417274,t,0.0,16.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
168809,359404230082423,2025-06-30 03:43:17.918804,t,0.0,30.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
168288,359404230082423,2025-06-29 04:01:05.131374,t,0.0,22.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
167723,359404230082423,2025-06-28 04:01:10.700736,t,0.0,27.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−97,,,,
167181,359404230082423,2025-06-27 04:00:55.339492,t,0.0,12.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
166916,359404230082423,2025-06-26 15:15:31.656895,t,0.0,40489.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−126,,,,
166692,359404230082423,2025-06-26 04:01:14.886395,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
166279,359404230082423,2025-06-25 04:01:13.284392,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
166272,359404230082423,2025-06-25 03:35:07.575492,t,0.0,8.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
165884,359404230082423,2025-06-24 04:01:03.098618,t,0.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
165471,359404230082423,2025-06-23 04:00:58.616578,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
165463,359404230082423,2025-06-23 03:46:10.078143,t,0.0,26.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
165012,359404230082423,2025-06-22 04:01:06.700071,t,0.0,23.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−96,,,,
164575,359404230082423,2025-06-21 04:00:59.335945,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
164130,359404230082423,2025-06-20 04:01:17.174162,t,0.0,33.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
163690,359404230082423,2025-06-19 04:01:09.123172,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
163259,359404230082423,2025-06-18 04:01:13.016529,t,0.0,29.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−90,,,,
163197,359404230082423,2025-06-17 22:20:53.599181,t,0.0,35.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
163191,359404230082423,2025-06-17 21:55:33.894153,t,0.0,22.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
162917,359404230082423,2025-06-17 08:36:06.078418,t,2.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
162832,359404230082423,2025-06-17 04:01:01.924697,t,0.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
162827,359404230082423,2025-06-17 03:40:34.148325,t,0.0,19.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
162387,359404230082423,2025-06-16 06:47:34.450951,t,2.0,2630.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−113,,,,
161902,359404230082423,2025-06-15 04:01:05.843735,t,0.0,21.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
161307,359404230082423,2025-06-14 04:01:06.136589,t,0.0,21.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
160948,359404230082423,2025-06-13 13:33:59.175233,t,2.0,35.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
160709,359404230082423,2025-06-13 04:00:23.738519,t,0.0,6.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
160235,359404230082423,2025-06-12 07:54:06.933715,t,2.0,10.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
160129,359404230082423,2025-06-12 04:01:01.736644,t,0.0,17.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
159995,359404230082423,2025-06-11 20:30:18.158010,t,0.0,30.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
159960,359404230082423,2025-06-11 19:08:53.601446,t,0.0,9.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−93,,,,
159551,359404230082423,2025-06-11 04:01:14.704158,t,0.0,30.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
159545,359404230082423,2025-06-11 03:38:27.258873,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
158937,359404230082423,2025-06-10 04:01:01.420742,t,0.0,17.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
158932,359404230082423,2025-06-10 03:52:15.526234,t,0.0,21.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−94,,,,
158651,359404230082423,2025-06-09 15:25:59.597425,t,2.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
158368,359404230082423,2025-06-09 04:01:01.528927,t,0.0,17.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
158365,359404230082423,2025-06-09 03:38:55.662946,t,0.0,24.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
158002,359404230082423,2025-06-08 12:09:50.781626,t,2.0,30.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−95,,,,
157820,359404230082423,2025-06-08 04:00:51.837161,t,0.0,7.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−92,,,,
157218,359404230082423,2025-06-07 04:01:23.018038,t,0.0,38.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
156643,359404230082423,2025-06-06 04:01:10.778322,t,0.0,26.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
156058,359404230082423,2025-06-05 04:00:52.081864,t,0.0,7.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,−91,,,,
